Random	Fuzzy	Incremental	Removal	FIDAX	Glpk
0.2548241412344327	0.25468728616395225	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25400301081155047	0.2541398658820308	0.255371561516354	0.2471602572875325	0.25482414123443264	0.2553715615163541
0.255371561516354	0.25427672095251114	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2533187354591486	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2545504310934719	0.2545504310934718	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25386615574107013	0.255371561516354	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25290817024770756	0.2548241412344326	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25427672095251125	0.2548241412344326	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2524976050362666	0.2546872861639522	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2538661557410701	0.255371561516354	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2531818803886684	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2542767209525111	0.2548241412344326	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2540030108115505	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.255371561516354	0.25455043109347186	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2540030108115505	0.2548241412344326	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25482414123443275	0.25455043109347186	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25386615574107013	0.255371561516354	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2538661557410702	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2535924456001095	0.255371561516354	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2544135760229916	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.255371561516354	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2538661557410701	0.2548241412344326	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25427672095251125	0.2546872861639522	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2537293006705898	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2542767209525112	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25277131517722734	0.2548241412344326	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2531818803886684	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2537293006705897	0.255371561516354	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25455043109347186	0.2546872861639522	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25468728616395225	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.2553715615163541
0.2544135760229915	0.2548241412344326	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25468728616395225	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25482414123443264	0.2548241412344326	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25249760503626656	0.255371561516354	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25455043109347186	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2544135760229916	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2541398658820308	0.2541398658820308	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2538661557410702	0.255371561516354	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25413986588203086	0.255371561516354	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25304502531818795	0.2546872861639522	0.255371561516354	0.2471602572875325	0.25482414123443264	0.2553715615163541
0.25372930067058985	0.25468728616395225	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25277131517722734	0.25468728616395225	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2533187354591487	0.2548241412344326	0.255371561516354	0.2471602572875325	0.25482414123443264	0.2553715615163541
0.2546872861639523	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2535924456001094	0.2548241412344326	0.255371561516354	0.2471602572875325	0.25482414123443264	0.2553715615163541
0.2548241412344327	0.2548241412344326	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25372930067058974	0.2548241412344326	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2538661557410701	0.25537156151635404	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.25386615574107013	0.2548241412344326	0.255371561516354	0.2471602572875325	0.25482414123443264	0.25537156151635415
0.2545504310934719	0.25482414123443264	0.255371561516354	0.2471602572875325	0.25482414123443264	0.2553715615163541
